beneficiary_id,full_name,father_or_husband_name,gender,date_of_birth,cnic,phone_number,marital_status,household_size,monthly_income_pkr,address_line,city,province,bank_account_number,welfare_program,registration_date,registration_channel,status,gender_clean,status_clean,date_of_birth_clean,dob_parse_failed,registration_date_clean,reg_date_parse_failed,monthly_income_clean,income_flag,phone_missing,address_missing,is_duplicate_row,data_quality_flags
BEN-000001,KAYLA KING,Ryan Hanson,F,1996-05-12,61203-8723526-1,0320-3620397,Widowed,9,20000.0,115 Ryan Wells Suite 123,Faisalabad,Punjab,PK8945566469186548,Elderly Pension Program,2022-09-25,Mobile Registration Van,Inactive,Female,Inactive,1996-05-12,False,2022-09-25,False,20000.0,False,False,False,False,
BEN-000002,Jody Thomas,Chris Nelson,Female,2003-08-31,84454-5231750-7,0345-0301644,Widowed,9,15000.0,682 Deborah Parkways Suite 630,Peshawar,Khyber Pakhtunkhwa,PK6544678712594218,Widow & Orphan Support Program,2024-05-27,In-Person Center,ACTIVE,Female,Active,2003-08-31,False,2024-05-27,False,15000.0,False,False,False,False,
BEN-000003,laura gallegos,Jerry Frederick II,Female,1967-06-18,17010-5120117-4,0303-3024542,Divorced,6,12000.0,80427 Paula Pass,Gujranwala,Punjab,PK6540834451697122,Elderly Pension Program,2022-04-28,Online Portal,Active,Female,Active,1967-06-18,False,2022-04-28,False,12000.0,False,False,False,False,
BEN-000004,Phillip Williams,Christopher Martin,Male,1992-05-23,72229-0105251-0,0300-7268767,Single,9,8000.0,250 Thomas Ranch,Sialkot,Punjab,PK3562248348028260,Widow & Orphan Support Program,2020-05-09,Online Portal,suspended,Male,Suspended,1992-05-23,False,2020-05-09,False,8000.0,False,False,False,False,
BEN-000005,Gail Sexton,Christopher Alvarado,Female,03/09/1949,15115-6949798-9,0310-3263213,Married,5,0.0,808 Nancy Track Apt. 805,Quetta,Balochistan,PK4189912098322125,Flood Relief Assistance,2023-01-18,In-Person Center,Active,Female,Active,1949-09-03,False,2023-01-18,False,0.0,False,False,False,False,
BEN-000006,Michael York  ,Patrick Smith,Male,24/06/1944,71667-5165294-5,0333-7118956,Single,2,20000.0,37244 Cody Estates,Swat,Khyber Pakhtunkhwa,PK5063316212879179,Flood Relief Assistance,2023-04-24,Mobile Registration Van,Suspended,Male,Suspended,1944-06-24,False,2023-04-24,False,20000.0,False,False,False,False,
BEN-000007,Beverly Gibson,Christopher Myers,Female,1944-05-17,69582-8786446-8,0345-6454384,Widowed,1,8000.0,18176 Bethany Court Suite 972,PESHAWAR,Khyber Pakhtunkhwa,PK4743717361156160,Elderly Pension Program,2020-01-11,NGO Referral,Active,Female,Active,1944-05-17,False,2020-01-11,False,8000.0,False,False,False,False,
BEN-000008,Lori Crosby,John Brennan,Female,2004-11-03,68336-0034048-5,0301-2368642,Single,6,5000.0,372 Sean Creek,Sukkur,Sindh,PK7683821008636119,Elderly Pension Program,2021-12-01,In-Person Center,active,Female,Active,2004-11-03,False,2021-12-01,False,5000.0,False,False,False,False,
BEN-000009,Julia Livingston,Michael Blair,Female,1960-04-13,21961-3742142-4,0303-5660663,Divorced,2,12000.0,843 Jones Track Suite 557,Abbottabad,Khyber Pakhtunkhwa,PK5152058766603473,Elderly Pension Program,2022-10-25,NGO Referral,Active,Female,Active,1960-04-13,False,2022-10-25,False,12000.0,False,False,False,False,
BEN-000010,Jesse Brewer,Steven Crawford,Male,16/03/1994,55852-6242788-0,0301-5113544,Married,2,-5000.0,53538 Hernandez Rapids,Multan,Punjab,PK7703503293170126,Elderly Pension Program,2025-09-10,NGO Referral,Active,Male,Active,1994-03-16,False,2025-09-10,False,,True,False,False,False,income_flag
